Ticker,Mean Return,Std,Skewness,Kurtosis,Min (worst day),Max (best day),ADF p-value
JPM,0.0006983877098006486,0.017078991579941576,-0.07793057979868055,16.03246068697974,-0.162105709445762,0.1656201287888546,7.817678361681721e-28
RELIANCE.NS,0.000777923650342769,0.01705340468418764,0.08259957440943656,11.444777218925656,-0.141032586294971,0.1373070736087813,1.237711277706461e-28
TCS.NS,0.00042661262816105907,0.014617140593970264,-0.0329651874509407,6.704435579079086,-0.0988302925970922,0.0939008301735762,3.8472227304726898e-22
HDFCBANK.NS,0.0005590921096275297,0.013962971286525875,-0.3297135901869651,13.830287547701689,-0.1347537605566814,0.1097469928812458,4.643418133327904e-24
